Date,Open,High,Low,Close,Adj Close,Volume
2018-05-10,187.740005,190.369995,187.649994,190.039993,189.309998,27989300
2018-05-11,189.490005,190.059998,187.449997,188.589996,188.589996,26212200
2018-05-14,189.009995,189.529999,187.860001,188.149994,188.149994,20778800
2018-05-15,186.779999,187.070007,185.100006,186.440002,186.440002,23695200
2018-05-16,186.070007,188.460007,186.000000,188.179993,188.179993,19183100
2018-05-17,188.000000,188.910004,186.360001,186.990005,186.990005,17294000
2018-05-18,187.190002,187.809998,186.130005,186.309998,186.309998,18058000
